 200.00 	0.0000
 200.50 	0.0000
 201.00 	0.0000
 201.50 	0.0000
 202.00 	0.0000
 202.50 	0.0000
 203.00 	0.0000
 203.50 	0.0000
 204.00 	0.0000
 204.50 	0.0000
 205.00 	0.0000
 205.50 	0.0000
 206.00 	0.0000
 206.50 	0.0000
 207.00 	0.0000
 207.50 	0.0000
 208.00 	0.0000
 208.50 	0.0000
 209.00 	0.0000
 209.50 	0.0000
 210.00 	0.0000
 210.50 	0.0000
 211.00 	0.0000
 211.50 	0.0000
 212.00 	0.0000
 212.50 	0.0000
 213.00 	0.0000
 213.50 	0.0000
 214.00 	0.0000
 214.50 	0.0000
 215.00 	0.0000
 215.50 	0.0000
 216.00 	0.0000
 216.50 	0.0000
 217.00 	0.0000
 217.50 	0.0000
 218.00 	0.0000
 218.50 	0.0000
 219.00 	0.0000
 219.50 	0.0000
 220.00 	0.0000
 220.50 	0.0000
 221.00 	0.0000
 221.50 	0.0000
 222.00 	0.0000
 222.50 	0.0000
 223.00 	0.0000
 223.50 	0.0000
 224.00 	0.0000
 224.50 	0.0000
 225.00 	0.0000
 225.50 	0.0000
 226.00 	0.0000
 226.50 	0.0000
 227.00 	0.0000
 227.50 	0.0000
 228.00 	0.0000
 228.50 	0.0000
 229.00 	0.0000
 229.50 	0.0000
 230.00 	0.0000
 230.50 	0.0000
 231.00 	0.0000
 231.50 	0.0000
 232.00 	0.0000
 232.50 	0.0000
 233.00 	0.0000
 233.50 	0.0000
 234.00 	0.0000
 234.50 	0.0000
 235.00 	0.0000
 235.50 	0.0000
 236.00 	0.0000
 236.50 	0.0000
 237.00 	0.0000
 237.50 	0.0000
 238.00 	0.0000
 238.50 	0.0000
 239.00 	0.0000
 239.50 	0.0000
 240.00 	0.0000
 240.50 	0.0000
 241.00 	0.0000
 241.50 	0.0000
 242.00 	0.0000
 242.50 	0.0000
 243.00 	0.0000
 243.50 	0.0000
 244.00 	0.0000
 244.50 	0.0000
 245.00 	0.0000
 245.50 	0.0000
 246.00 	0.0000
 246.50 	0.0000
 247.00 	0.0000
 247.50 	0.0000
 248.00 	0.0004
 248.50 	0.0002
 249.00 	-0.000
 249.50 	-0.001
 250.00 	-0.002
 250.50 	-0.003
 251.00 	-0.002
 251.50 	-0.001
 252.00 	-0.000
 252.50 	0.0002
 253.00 	0.0004
 253.50 	0.0000
 254.00 	0.0000
 254.50 	0.0000
 255.00 	0.0000
 255.50 	0.0000
